,Category Rank,Athlete,Country Code,Country Code.1,Country,18m-1,18m-1.1,18m-2,18m-2.1,Score,10,9,Unnamed: 12,Unnamed: 13,Event,Division,Class
785,84,LAVAZZA Laura,,ITA25,Arcieri Monica,267,85,269,85,536,11,37,,,CW,C,W
786,85,EXERTIER Anne-Marie,,FRA02,Aix Les Bains,265,88,270,81,535,9,42,,,CW,C,W
787,86,BERLIN Sandrine,,FRAB3,Tscp,265,87,269,83,534,14,37,,,CW,C,W
788,87,BERNET FUSTER Teresa,,ESP12,Carraixet,257,93,276,68,533,11,34,,,CW,C,W
789,88,MORA Isabel,,ESP03,Arc Pardinyes,268,84,261,90,529,12,31,,,CW,C,W
790,89,BUTHIAUX Isabel,,FRA06,Antibes,273,78,256,92,529,10,40,,,CW,C,W
791,90,LACOMBE Pascale,,FRA22,Challes Les Eaux,258,92,269,84,527,8,39,,,CW,C,W
792,91,BAZIN Bertille,,FRA6D,Mont St Aignan,263,90,264,87,527,3,41,,,CW,C,W
793,92,KUCUKKAYALAR Anil Songul,,TUR06,Onok Archery,263,89,260,91,523,9,41,,,CW,C,W
794,93,MICOU Sandrine,,FRA94,Royan,253,94,256,93,509,6,34,,,CW,C,W
795,94,VEYRAC Marion,,FRA77,Narbonne,258,91,247,95,505,7,29,,,CW,C,W
796,95,ROGERS MHIC RUA Deirdre,,IRL01,Cuchulainn,248,95,249,94,497,5,29,,,CW,C,W
797,96,DAXBOCK Astrid,,ISL01,Iceland,236,96,243,96,479,4,32,,,CW,C,W
798,97,SCANDROGLIO Smantha,,ITA25,Arcieri Monica,227,98,237,97,464,3,24,,,CW,C,W
799,98,MATTERA Fernande,,FRA94,Royan,234,97,129,98,363,3,20,,,CW,C,W
